1014
1013
1013
1014
1014
1014
1013
1013
1014
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1014
1013
1013
1014
1014
1013
1014
1014
1014
1014
1014
1014
1014
1013
1014
1014
1014
1014
1013
1013
1014
1014
1014
1014
1014
1014
1014
1014
1013
1014
1014
1013
1014
1013
1014
1014
1014
1013
1013
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1015
1014
1015
1015
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1016
1015
1016
1016
1016
1016
1016
1015
1015
1015
1015
1015
1015
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1013
1014
1014
1014
1014
1013
1014
1014
1014
1014
1013
1014
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1014
1014
1013
1013
1013
1014
1013
1014
1013
1013
1014
1014
1014
1014
1014
1014
1014
1014
1014
1013
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1013
1014
1014
1014
1014
1013
1014
1014
1013
1014
1013
1014
1014
1013
1013
1013
1013
1013
1014
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1014
1014
1014
1013
1013
1013
1013
1014
1013
1014
1013
1013
1013
1013
1014
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1014
1014
1014
1014
1014
1014
1014
1014
1013
1013
1013
1013
1014
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1014
1013
1013
1013
1013
1013
1014
1014
1013
1013
1014
1014
1014
1014
1013
1014
1013
1014
1014
1013
1014
1013
1014
1013
1013
1013
1014
1014
1013
1013
1014
1013
1014
1013
1013
1014
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1014
1013
1013
1014
1013
1013
1013
1013
1014
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1014
1013
1014
1013
1013
1013
1013
1014
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1014
1013
1014
1014
1014
1014
1013
1014
1014
1014
1014
1014
1014
1014
1014
1013
1013
1013
1014
1013
1014
1014
1014
1014
1014
1014
1013
1013
1014
1014
1014
1013
1014
1014
1013
1014
1013
1013
1013
1014
1014
1013
1014
1013
1013
1014
1013
1014
1014
1013
1014
1013
1014
1014
1014
1014
1013
1014
1013
1013
1014
1013
1013
1014
1013
1014
1013
1014
1014
1013
1014
1013
1014
1014
1014
1014
1013
1014
1014
1014
1014
1013
1013
1013
1014
1014
1013
1014
1013
1013
1014
1013
1014
1013
1013
1014
1014
1013
1014
1014
1013
1014
1013
1013
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1014
1013
1014
1014
1013
1014
1014
1013
1013
1013
1013
1013
1014
1013
1014
1013
1013
1013
1014
1013
1013
1013
1013
1013
1013
1013
1013
1013
1013
1014
1013
1014
1014
1013
1014
1013
1014
1014
1014
1013
1013
1014
1013
1013
1013
1013
1013
1014
1013
1013
1013
1013
1013
1014
1013
1013
1014
1013
1013
1014
1013
1013
1014
1014
1013
1013
1013
1013
1014
1014
1013
1013
1013
1013
1014
1013
1013
1014
1014
1014
1013
1013
1013
1014

Correct Resistor Implemented
519
519
519
518
518
518
518
518
517
516
516
516
516
519
529
539
545
550
553
555
557
559
559
557
553
549
546
543
541
539
537
535
533
532
530
529
528
527
527
526
525
524
524
523
523
522
522
522
521
520
520
520
520
519
519
519
519
519
519
519
518
518
518
518
517
517
517
517
517
517
517
517
517
517
516
515
515
514
514
514
514
514
514
514
514
514
514
514
514
514
513
513
512
512
512
512
512
512
512
512
512
512
511
511
511
511
510
510
510
511
511
511
511
511
511
511
511
512
512
512
512
512
513
513
513
513
514
514
514
514
514
514
514
514
513
513
513
513
513
513
513
513
514
514
514
513
513
513
513
513
513
512
512
511
511
511
510
510
510
510
510
510
510
510
511
511
511
511
511
511
511
511
511
511
512
512
512
513
513
513
513
513
513
513
513
513
513
512
512
512
512
512
512
512
511
512
512
512
512
511
511
511
511
511
512
512
512
512
512
512
512
512
512
512
512
512
512
512
511
511
510
510
509
509
508
508
509
508
508
508
508
508
508
508
508
507
508
508
508
508
508
508
509
509
509
510
510
510
511
511
511
512
512
512
513
513
513
513
513
513
513
513
513
514
514
514
514
513
513
513
513
513
513
514
514
514
514
514
514
514
513
513
513
513
513
512
512
512
512
512
512
512
512
513
513
513
513
513
514
514
514
514
514
514
515
515
515
515
515
515
515
515
515
515
516
516
516
516
516
516
516
516
516
516
516
516
516
516
517
517
517
517
517
517
517
517
517
517
517
516
516
516
516
516
516
516
516
516
516
517
516
516
516
516
516
516
515
515
515
515
515
515
515
515
515
515
515
515
515
515
515
514
514
514
514
514
514
514
514
515
515
515
515
515
515
515
515
516
516
SData
516
516
Start of Data
517
517
517
517
517
517
517
517
517
517
516
516
516
516
516
515
515
515
515
515
515
514
514
514
514
514
514
514
514
514
514
514
514
514
514
514
514
514
514
514
514
515
515
515
515
515
514
514
514
514
514
514
514
515
515
515
515
515
515
515
515
515
516
515
515
514
513
513
512
512
512
512
512
511
512
512
512
512
512
512
512
512
512
513
513
513
513
513
513
513
524
541
552
558
562
566
568
569
571
572
572
573
574
574
574
575
575
576
576
576
577
576
577
577
577
577
577
578
578
578
578
577
578
578
578
578
579
580
580
580
580
580
580
580
577
573
568
563
559
555
551
548
544
540
537
535
533
531
530
528
528
527
